name,price,image,info,type,stocks,brand,color
'Welding Rod',128.55,'RES/RES/weldingRod.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rod',87,'Ridgid','green'
'Wire Net',382.49,'RES/RES/wireNet.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wire net',99,'Stanley,'blue'
'Wire Rope',462.89,'RES/RES/wireRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',96,'Generic','green'
'Wooden Board',353.39,'RES/RES/woodenBoard.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Board',46,'Makita','yellow'
'Wood Preservative',80.5,'RES/RES/woodPreservative.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Preservative',48,'Dewalt','yellow'
'Z-Bar',65.55,'RES/RES/zBar.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bar',85,'Stanley,'red'
'Allen Key',490.62,'RES/RES/allenKey.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',19,'Generic','yellow'
'Band Clamp',412.27,'RES/RES/bandClamp.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Clamp',34,'Bosch','blue'
'Bricks',243.05,'RES/RES/bricks.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bricks',40,'Stanley,'green'
'Cable Cutter',115.86,'RES/RES/cableCutter.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cutter',31,'Makita','blue'
'Cement',373.18,'RES/RES/cement.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cement',38,'Kobalt','red'
'Corrugated Metal Sheets',48.92,'RES/RES/corrugatedMetalSheets.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Sheets',3,'Dewalt','red'
'Door Handles',286.87,'RES/RES/doorHandles.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Handles',43,'Generic','green'
'Double Open End Wrench',367.36,'RES/RES/doubleOpenEndWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',43,'Kobalt','green'
'Drill Bit',140.44,'RES/RES/drillBit.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Drill',98,'Generic','blue'
'Flat Bar',223.21,'RES/RES/flatBar.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bar',14,'Stanley,'white'
'GI Pipe',227.96,'RES/RES/giPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',68,'Kobalt','blue'
'Hammer',472.92,'RES/RES/hammer.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Hammer',99,'Generic','yellow'
'Hand Drill',419.53,'RES/RES/handDrill.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Drill',14,'Dewalt','red'
'Hand Saw',474.88,'RES/RES/handSaw.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Saw',19,'Bosch','orange'
'Hard Boards',113.73,'RES/RES/hardboards.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Board',77,'Kobalt','blue'
'Hinges',11.22,'RES/RES/hinges.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Hinge',36,'Stanley,'red'
'Hucks Fastener',260.14,'RES/RES/hucksFastener.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bolts',78,'Stanley,'blue'
'Joint',462.16,'RES/RES/joint.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Joint',72,'Bosch','yellow'
'JuteRope',377.35,'RES/RES/juteRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',28,'Dewalt','red'
'Linoleum',384.21,'RES/RES/linoleum.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',4,'Bosch','yellow'
'Padlock',341.13,'RES/RES/lock.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Padlock',52,'Stanley,'yellow'
'Manila Rope',229.15,'RES/RES/manilaRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',93,'Stanley,'green'
'Mid Steel Nails',57.82,'RES/RES/mildSteelNails.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Nails',32,'Bosch','green'
'Nylon Rope',343.93,'RES/RES/nylonRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',80,'Ridgid','white'
'Pipe Wrench',458.89,'RES/RES/pipeWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',94,'Dewalt','orange'
'Plaster',140.3,'RES/RES/plaster.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cement',72,'Bosch','yellow'
'Plastic Boards',470.51,'RES/RES/plasticBoards.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Boards',48,'Bosch','green'
'Pliers',432.37,'RES/RES/pliers.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pliers',91,'Bosch','yellow'
'Primer',400.4,'RES/RES/primer.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Paint',42,'Generic','white'
'PVC Pipe',34.27,'RES/RES/pvcPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',17,'Generic','yellow'
'RCC Pipe',499.47,'RES/RES/rccPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',65,'Stanley,'blue'
'Rolled Roofing',175.33,'RES/RES/rolledRoofing.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',72,'Ridgid','green'
'Screwdriver',159.58,'RES/RES/screwDriver.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Screwdriver',35,'Generic','blue'
'Screws',58.04,'RES/RES/screws.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Screws',99,'Stanley,'red'
'Adjustable Wrench',131.41,'RES/RES/sliWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',33,'Ridgid','yellow'
'Soldering Iron',287.09,'RES/RES/solderingIron.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Soldering Iron',49,'Generic','white'
'Tape Measure',434.31,'RES/RES/tapeMeasure.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Measure',20,'Ridgid','green'
'Thinners',347.88,'RES/RES/thinners.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Thinner',24,'Generic','blue'
'Tile Grout',36.68,'RES/RES/tileGrout.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',28,'Makita','yellow'
'Tiles',44.09,'RES/RES/tiles.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',53,'Bosch','green'
'Wood Varnish',298.4,'RES/RES/varnish.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Varnish',21,'Generic','yellow'
'Veneer Panels',224.85,'RES/RES/veneerPanels.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Panels',99,'Stanley,'orange'
'Washers',161.95,'RES/RES/washers.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Washers',76,'Generic','yellow'
'Welding Glass',81.76,'RES/RES/weldingGlass.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Glass',25,'Bosch','red'
'Welding Rod',436.49,'RES/RES/weldingRod.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rod',61,'Kobalt','yellow'
